A,0.4153082748241123
AA,0.23470240023076078
AACG,-0.7021342987760768
AADI,-0.7630925664347333
AAL,-0.24336711320483084
AAME,-0.5886476326174397
AAMI,0.610806797036298
AAOI,0.6404592617569839
AAON,0.8888745345209139
AAP,-0.6535356846961055
AAPL,0.8687286331458115
AAT,0.779752598238639
AB,0.7394265251418295
ABAT,-0.8367234224638396
ABBV,0.8441989200835246
ABCB,0.8560061691736569
ABCL,-0.8507112788314629
ABEO,0.658466903628538
ABEV,-0.7590800698018617
ABG,0.6144725851686833
ABL,0.038065252285989226
ABM,0.8102037688941844
ABNB,0.3355547823079126
ABOS,-0.6762167299604712
ABP,-0.3953598726992635
ABR,0.652301865762422
ABSI,0.6210278913300772
ABT,0.6394160396532822
ABTS,-0.838096853747676
ABUS,0.7545726598685301
ABVC,-0.7096386686650016
AC,-0.05250375873391204
ACA,0.9059292616551979
ACAD,-0.64730679945307
ACB,-0.32301322245207875
ACCD,-0.856324419979466
ACCO,0.2437102595756845
ACDC,-0.6739945487968959
ACEL,0.5866729584262645
ACET,-0.6690180652397344
ACGL,0.91328649255615
ACGLN,0.7226914148721505
ACGLO,0.6735407700297605
ACHC,-0.6509361891742024
ACHL,0.030917613049315992
ACHR,0.2717037917209135
ACHV,-0.43895564669330295
ACI,-0.522397117148241
ACIC,0.843951748530972
ACIU,0.42426868777497334
ACIW,0.9194736536306143
ACLS,-0.6578658317297008
ACLX,0.8663185966945582
ACM,0.8045402531492774
ACMR,0.5145587912337786
ACN,0.6311398436711017
ACNB,0.5986701968587184
ACNT,0.4542168730474797
ACON,-0.825721633475551
ACP,0.8445863319992012
ACR,0.9209832906535934
ACRE,-0.6765572167459171
ACRS,-0.6911659315068417
ACRV,-0.49377823046904673
ACT,0.9165152366160911
ACTG,0.6448067326677063
ACU,0.6610330449299555
ACV,0.8439088272943641
ACVA,0.8218752361820932
ACXP,-0.6387472133449811
ADAG,0.5944224684289516
ADAP,-0.20052676028325264
ADBE,0.25296706702042554
ADC,0.5838779780180374
ADCT,0.29354402382747335
ADD,-0.6894701975080575
ADEA,0.7482937638826788
ADI,0.8921107527274372
ADIL,-0.7406235046210727
ADM,-0.8326845514762176
ADMA,0.9166143937727542
ADN,-0.7203601489149225
ADNT,-0.9299514476613817
ADP,0.8706508105374959
ADPT,-0.4692007282279033
ADSE,0.9565415000049088
ADSK,0.8338284551679283
ADT,0.5729041066701375
ADTN,-0.5216122438594855
ADTX,-0.7425534294592446
ADUS,0.8019057117272997
ADV,0.5458083241421935
ADVM,-0.36741988967379186
ADX,0.9853672297450132
ADXN,-0.4164515303129689
AE,-0.3789500275528799
AEE,0.32683261011202236
AEF,0.8521214978961243
AEFC,0.7546002518200701
AEG,0.9061389924852745
AEHL,-0.7297334426389274
AEHR,-0.7578348907866381
AEI,-0.4265771954498236
AEIS,0.5549122085010599
AEM,0.9036433600263813
AEMD,-0.8617689564678882
AENT,0.23624293503809063
AEO,0.5900000212443527
AEP,0.7316145428601794
AER,0.9641194438974321
AERT,-0.8161577533711052
AES,-0.5302544810448233
AEVA,-0.5545790451948598
AEYE,0.8942189434913139
AFB,0.8205513565731504
AFBI,0.8921705190876406
AFCG,0.7891819664983398
AFG,0.8322384066291452
AFGB,0.7486154279145757
AFGC,0.7178276542398851
AFGD,0.8162930796233231
AFGE,0.7904607866827388
AFL,0.9213505118646
AFMD,-0.6884967759675613
AFRI,-0.4974340143855407
AFRM,0.769253518185636
AFYA,0.363507576715662
AG,0.02130006210249226
AGAE,0.039177865173603686
AGCO,-0.8183522790360529
AGD,0.9329722688088037
AGEN,-0.8377754212564299
AGFY,-0.6478320884108797
AGI,0.9076623432611356
AGIO,0.8616788538346893
AGL,-0.893649422210599
AGM,0.852234320765789
AGMH,-0.48893394120798744
AGNC,0.8297845746503943
AGNCL,0.9684667862546342
AGNCM,0.9403957668206749
AGNCN,0.9574665954618281
AGNCO,0.9458443085494452
AGNCP,0.959399922723117
AGO,0.8593526851252301
AGRI,-0.6189099736439255
AGRO,0.4841750327993526
AGS,0.9523705770922118
AGX,0.8542297194081732
AGYS,0.8310349022329689
AHCO,-0.2729813900644664
AHG,0.4778986751458002
AHH,0.16866732236866774
AHT,-0.8269960448748056
AI,0.13581034732848826
AIEV,-0.8221118591783942
AIFF,-0.6487286383511409
AIFU,-0.9694522759205518
AIG,0.8772389952185081
AIHS,0.5250446441376669
AIM,-0.8057020628966188
AIMAU,0.8965111128802451
AIMD,-0.883037220153439
AIN,-0.5421892131931129
AIO,0.9625835974548671
AIOT,0.8873491156336497
AIP,0.7600624664499858
AIR,0.6673653365023619
AIRG,0.6059261550893269
AIRI,0.4468711831018648
AIRJ,-0.3997174227685215
AIRS,-0.44001364375771884
AIRT,-0.26561980970797155
AIRTP,-0.3710585610212951
AISP,-0.7602854255855587
AIT,0.9263983604394965
